,Date received,Product,Sub-product,Issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,TF-IDF scores,top_word
882,2017-11-28,Mortgage,FHA mortgage,Struggling to pay mortgage,"I purchased my home through U. S Bank three years ago. I have never been late on my mortgage. My income dropped quite a bit which is causing me to struggle to pay my mortgage. I had a couple of charitable organizations help me, therefore my mortgage is still current. 
I asked U. S Bank for Loss Mitigation help or a modification. They are just giving me the runaround. First they said they were processing it, then they stated that they ca n't help me because my mortgage is current and must be behind at least three months past due. 
That is ridiculous and sound like they are just blowing me off. Please help me.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,TX,77044,,True,Web,2017-11-28,Closed with explanation,True,True,2740453,[0. 0. 0. ... 0. 0. 0.],"['help', 'u', 'mortgage']"
883,2022-01-21,Mortgage,Conventional home mortgage,Trouble during payment process,"I been trying to Cancel PMI based on Appraisal since //2021, Multiple contacts to the Company and refusing to grant me an appraisal, filed multiple complaints to the company, they instead on  which is not the only way to canceling PMI",,Ocwen Financial Corporation,CA,91384,,True,Web,2022-01-21,Closed with explanation,True,True,5137941,[0. 0. 0. ... 0. 0. 0.],"['appraisal', 'multiple', 'grant']"
884,2020-11-29,Mortgage,VA mortgage,Trouble during payment process,"In ,  we were sent our  mortgage statement from NEW REZ, showing an increase from {$940.00} monthly payment to {$1000.00}. Upon calling NEW REZ there explaination was that this was a hypothetical guess at our taxes for  and that this increased amount would continue well into , to at least . WE ARE SENIORS. WE HAVE A SENIOR TA FREEZE WITH THE COUNTY WE LIVE IN. What right does our mortgage company have in raising our monthly mortgage unconditionally because of their tax guessing game. We told them that we have a Senior Tax Freeze, which got no reasonable response from them. They are in fact putting our money into their pockets on a pure guessing game about taxes, and taking it from us during a COVID crisis, a legitimate tax freeze, and our good record of never being late with our mortgage payment. The previous mortgage company we had, which sold our mortgage to New Rez, pulled a similar outrage by not putting enough money into our escrow for taxes, and then charging us more. The bottom line with this complaint -- -We have a Senior Property Tax Freeze, and it is outrageous that New Rez isn't considering this in their ridiculous and costly guessing game.",Company believes the complaint is the result of a misunderstanding,"Shellpoint Partners, LLC",IL,60119,"Older American, Servicemember",True,Web,2020-12-11,Closed with explanation,True,True,3979893,[0. 0. 0. ... 0. 0. 0.],"['freeze', 'guessing', 'senior']"
885,2021-01-18,Mortgage,Conventional home mortgage,Closing on a mortgage,"My story has not changed take a look at ALL my complaints starting with the first complaint to SN Servicing Company on , ,  SN Servicing Company should send an electronic copy of the requested pay-off letter through the CFPB web site that lists all fees and all mortgages along with the current mortgage information and balance required by law. The impact of COVID will result in all very large number of requests for information prior to refinancing and FORECLOSURE and it is very important that request for a simple pay-off statement are not handled like this on and take months to obtain. I requested my information on // and still have not received the information. People with FORECLOSURE proceedings would be faced with paying an inflated lump sum pay-off or lose their homes. This must come to an end the public should never ever be subjected to this type of treatment. This is not mental problems please look at the attachments along with the long list of complaints that I have filed trying to confirm if the mortgage was processed or voided or paid off.  title has not replied to my complaint to identify the property with the legal description of the location of the insured property. All I have requested is a copy of the insured location and have been bombarded with a 40 page response and NO TITLE POLICY FOR THE INSURED LOCATION. I financed my original purchase with a     MORTGAGE  and NOT WITH A DEED OF TRUST or anything else. I don't want to be writing back and explaining that I told you so. I would like much attention drawn to this type of matter now before many families are consumed and subjected to foreclosure or paying an inflated pay-off without ant break down. THE LAW IS THAT ALL MORTGAGES AND FEES ALONG WITH THE CURRENT MORTGAGE BALANCE MUST BE ON THE PAY-OFF STATEMENT. The COVID problem will result in a feeding frenzy and major problems for honest hard working people who have been subjected to illegal communications tampering with email interception and impersonation along with phone tampering with caller ID spoofing call interception and voice impersonation. How can you communicate with your employer and how would communicate with an attorney. The answer is to do everything in person like I have all you will lose everything and get thrown on the street and labeled a mental patient. SN Servicing company should simply submit an electronic copy of the pay-off statement as required by law through the CFPB website. Is that too much to ask for? We all need to learn how to look out for one another and the first step is making sure that the next person is not subjected to the wrath of problems getting something they are entitled to receive by law. Please take a look at the history of my cases and see for yourself.",,SN SERVICING CORPORATION,NJ,07446,,True,Web,2021-01-18,Closed with explanation,True,True,4075908,[0. 0. 0. ... 0. 0. 0.],"['subjected', 'insured', 'look']"
886,2015-04-22,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account","Yesterday I received notice from my bank about an overdraft. I have been  since  and I have to be sure each month to budget my spending. As far as I was aware my mortgage is {$720.00}, but I have been paying an extra {$20.00} a month because my home insurance went up last year around {$200.00}. My account was drafted {$760.00}. I did not receive an  bill or a letter about my mortgage payment increasing ; therefore, my bank account did not cover my increase payment of the extra {$20.00}. I was charged an overdraft fee of {$38.00}. Today I called my mortgage company, OCWEN to enquire about the new mortgage amount. The OCWEN representative stated it was due to my escrow shortage. I could not believe what he was telling me. On  ,  I received a refund check from OCWEN. I called OCWEN before I cashed the check in order to know the reason I was receiving the {$430.00} check. I was told that they had to send me a refund for the overage in my escrow account. I told them that I wanted to be sure due to the ordeal I went through with in  . They had claimed my payment was late and sent me threatening letters about foreclosure procedures. I had never missed a payment, or been late on my mortgage. I complain through CFPB [ #  ] & OCWEN took the late fees off & did not report a miss payment to the credit bureaus. 
The representative told me TODAY that I should have not cashed that check and I should send it back. They are trying to ruing my credit. I applied for a HARP loan through OCWEN and was denied because the said my nontaxable income was more than enough to pay my bills. They claimed by law they had to add 25 % to my income for qualification purposes. I do not understand how I could have a {$430.00} overage in my escrow on  ,  and evidently  weeks later, I have a {$250.00} escrow shortage. OCWEN did not send me an   payment statement or a letter stating an escrow shortage..",,Ocwen Financial Corporation,TX,76542,,True,Web,2015-04-22,Closed with monetary relief,True,True,1342704,[0. 0. 0. ... 0. 0. 0.],"['escrow', 'shortage', 'payment']"
887,2020-06-18,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,"I had a payment due for . At this time I had already been in the process of refinancing my home to pay this loan off in full.    was my servicer. I have requested payoff information, but they are taking over a week just to get a payoff delaying my refinancing over and over. Every time I call they will say that they have sent what I need, but it is untrue and provable that it isn't true because the information would show up on the online account if it had been generated.The payment I made for my  payment was suspended because I made it at the end of .  didn't pull the payment from my account until . The transfer took place on  to SPS and the balloon payment with  is due at that time. The  payment did not get transferred to sps until //15 after the  transfer date. Therefore, they are holding it in pending payments and that is preventing me from closing the refinance I have in place. They are forcing me into default. I just want them to apply the payment they already have that has cleared my account. This way I can move forward with my conventional refinance and pay the loan off in full. At first, I thought the transfer happened so they could give SPS the opportunity to refinance the loan, then I was told by SPS that SPS doesn't even do refinances. So, why would they transfer my loan at it's maturity date and cause these issues? It seems like  bank and sps are in the business of trying to take people 's homes.",Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",TX,75071,Servicemember,True,Web,2020-06-18,Closed with explanation,True,True,3705463,[0. 0. 0. ... 0. 0. 0.],"['transfer', 'payment', 'refinance']"
888,2021-02-11,Mortgage,FHA mortgage,Struggling to pay mortgage,"On or about //2020, a representative from   contacted me by phone and said they were following up with me on a request I made to my mortgage company to lower my monthly payments and assist with the loan modification I had requested with my mortgage company First Continental Mortgage on or about  or //2020. They said they could help me lower my interest payments and monthly mortgage payments. 

I sent them all the financial items listed in their email and formally requested assistance with loan modification or refinancing. They stated that I had to pay 3 consecutive payments of {$22000.00} per month using 3 separated post dated checks. I wrote them 3 checks for , , and //2020. In  I was contacted by First Continental Mortgage stating I had not made any payments and my escrow was now behind. I sent them proof of the 3 payments and my bank statements to show what and when I had made the 3 payments. First Continental stated they never received them and I now owe {$1700.00} in escrow due immediately. I paid the {$1700.00} the next day to cover my escrow. First Continental confirmed they received that payment. 

I told them about   and they suspected fraud. I began making payments to First Continental again in the amount of {$2800.00} payable by cashiers check, I made 5 payments totaling {$14000.00} to First Continental. I also requested a forbearance or loan modification with First Continental on our about //2020. I submitted all the financial documents and now they wanted payments of {$2900.00} mo. I said wait, I can't afford the payments I have now and I've asked for a loan modification to lower my payments, why are the payments increasing? 

Then I received a letter returning  of my cashier 's checks that I sent to First Contenintal Mortgage. They are no longer accepting any payments from me and I can't get anyone to respond to emails or phone messages. When you call each call lasts a minimum of 45 minutes and then it disconnects. No response. 

I am the sole   of my  year old elderly mother and I help my son take care of my  year old grand daughter. This is our only home and I'm scared we are going to be foreclosed on due to fraud or foul play. 

All we are asking is for assistance to refinance the mortgage to lower the payments to a total {$2000.00} including escrow.",,FIRST CONTINENTAL MORTGAGE LTD,TX,78602,,True,Web,2021-02-11,Closed with explanation,True,True,4134229,[0. 0. 0. ... 0. 0. 0.],"['lower', 'escrow', 'modification']"
889,2022-03-08,Mortgage,FHA mortgage,Trouble during payment process,"Hello, I have inquired on several occassions to Freedom Mortgage about removing the PMI from my loan based on the amount of equity in my home. Most recently the young lady I spoke with stated I was unable to do so as the laws had changed. The last person I spoke with, a gentleman, went even further after I explained to him that when I bought my home I was advised I could have the PMI removed once I accumulated a certain amount of equity or 11 years whichever came first, he stated the law changed the year before I bought my home stating that you had to remain in the home for 11 years. 

I have also made an email inquiry regarding removing the PMI.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,NC,28213,,True,Web,2022-03-08,Closed with explanation,True,True,5299520,[0. 0. 0. ... 0. 0. 0.],"['removing', 'bought', 'equity']"
890,2020-11-28,Mortgage,Conventional home mortgage,Trouble during payment process,"Chase makes it difficult to verify your mortgage so they can try and sell you their own overpriced mortgage. Chase asked for updated mortgage information. We submitted in early //2020. Then they asked us again. So our agent sent them the information on or around //. They recorded the wrong amount so I sent in the information around //. Now I received a letter on dated // on // stating that the property address listed on the insurance policy is for another one of our properties. I called the number on the letter and they told me to call their Mortgage insurance division. I called and held for 1 hour and no one ever came to the phone so I called back to the original number because it said if our records are incorrect call , which I had. The person this time said hold and the next thing I know they had sent me back to the Mortgage Insurance division, where I held again for 49 minutes and 32 seconds. This seems like an easy fix, but if they are trying to scam you and make you use their overpriced insurance.",,JPMORGAN CHASE & CO.,GA,30030,,True,Web,2020-11-28,Closed with explanation,True,True,3979220,[0. 0. 0. ... 0. 0. 0.],"['insurance', 'division', 'information']"
891,2016-10-20,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure","    , ,   , California  ,    Addition to    , 2016 Letter Notification Dispute Claim of Due Cause For Foreclosure This Is A Complaint Dear Sirs / Madams First This Is To Notify of Dispute To The Filing Of Foreclosure / Legal Cause To Proceed -- The Following Points Establish Due Cause To Forestall The Claim Of Due Cause For Foreclosure : 1 ) In The Subject Of A Contract -- It Is Established Law That In Order To Have A Contract Between 2 Parties / There Must Be A Meeting Of The Minds -- An Understanding of Terms / Agreements / Conditions / Regulating Laws-Codes -- It Is With The Understanding That Myself And Now Deceased Husband Were Purchasing A House ( listed / Described Above ) For The Period Of 30 Years On An Amortized Loan- Where The Payments Reduced The Original-Sale / Principal To Establish Sole Ownership In The Above Mentioned Time Frame -- Of ALL The Loans / Service Arrangements 2 Date -NOT ONE HAS BEEN OF THAT TYPE. 

2 ) In Order For A Loan / Contract To Be Legal -- It Must Follow The Laws Governing Those Aforementioned Contracts / Agreements / Terms Conditions Contained within The Same -- -- Each Of The Loans Provided Do Not Follow The Laws Governing -- -- Interest Only / Neg Am / Option Arms / Variable Rates / Balloon Payment -- -- Moreover From Inception The Loans Were Illegal /In Multiple Respect -- Although Monies Have Been Paid Regularly -- The Payments Did Not Credit The Proper Source -- -- As Predatory Lending Requirements Were Noted / logged In Some Documentation / It Has Been Established That There Was Prior / Knowledge -Intent To Commit A Crime / Fraud In The Amount Qualifying As A Felony -- 3 ) -- As The Owner Was Lead To Believe That Each of The Servicing Adjustments Were Loan Modifications -- The Clear Intent To Defraud / Commit A Crime Qualifying As A Felonious / With Intent To Allow The Owner To Produce Regular And Large Amounts Of Money With Intent To Practice Procedures intent On Illegally Procuring Her Property Adds Additional Crimes Against In Serious Categories. 

4 ) -- Following The Fed Prosecution Of The US Banks -- It Has Been Clearly Established That -Variable Rates / Option Arms / Balloon Payments / Rates Exceeding The Established / interest Only / Negative Amortization Laws Are And Were FRAUDULENT / PREDATORY / MISLEADING / CRIMINAL / AND DANGEROUS, NOT ONLY TO THE ECONOMY OF THE UNITED STATES OF AMERICA , BUT THREATENING IN REGARDS TO INDIGENOUS CONTROL / CONTRIBUTION AND THEREBY THE SECURITY OF THE UNITED STATES OF AMERICA. 

5 ) -- AS THE FORECLOSURE GENERATED IS BASED ON THESE ILLEGAL LOANS -- THUS ANY FRUITS OF THOSE CRIMINAL TERMS-ARE IN CORRELATION-ILLEGAL AS WELL. 

6 ) -- AS THE ORIGINAL SOURCE OF THE DEBT PURPORTEDLY CAUSING FORECLOSURE HAD KNOWLEDGE OF THE PAST AND CURRENT RULES / REG 'S AND LAWS - IT HAS BEEN ESTABLISHED BY YOU 'RE INTENT OF PREMEDITATED FRAUD / CRIMINAL ACTION IN THE ECEEDS OF FUNDS QUALIFYING AS FELONIOUS / -- AS YOU HAVE CREATED AN ETREME HARDSHIP ON THE PROPERTY OWNER -- A SINGLE-WIDOWED-FEMALE -- FALLING UNDER THE  -- YOU HAVE COMMITTED OFFENCES VIOLATING CIVIL / CONSTITUTIONAL AND OTHER -- WITH COMPOUND OFFENCES FOR ATTEMPTS TO ALTER THE LIVING ARRANGEMENTS - TO DETRIMENTAL AND THREATENING / AS YOU HAVE AFFECTED / TAKEN MEASURES TO DAMAGE THE ABILITY OF OWNER TO GAIN SAFE INSULATION AND RESOURCE BY DAMAGING THE CREDIT NECESSARY FOR SURVIVAL -YOU HAVE COMPOUNDED ALL THE AFOREMENTIONED CRIMES / OFFENSES -- 6 ) -- As The OCC / Dept of Tes / Dept Of Justo / GAO-FBI /  States Attorney Generals -- Finding By The Supreme Court -- YOU HAVE COMMITTED WILFUL OBSTRUCTION OF JUSTICE AND SHOWN A MARKED DISRESPECT FOR ALL OF THOSE ENTITIES / 7 ) -- As The Owner Has Paid On This Property In Excess of 30 Years - And The Entities Claiming Debt In Amount To Justify Justify Foreclosure",,NATIONSTAR MORTGAGE LLC,CA,94804,"Older American, Servicemember",True,Web,2016-10-20,Closed with explanation,True,False,2167429,[0.         0.         0.04369372 ... 0.         0.         0.        ],"['intent', 'established', 'owner']"
893,2017-07-05,Mortgage,Conventional home mortgage,Struggling to pay mortgage,"1 ) My husband and I fell behind with mortgage payment, //. Matters became worse, //, when my husband suffered from  and  ( Medical care -   ,     ,   ,  , NY ,  ) and was forced to stop working. Although, we are pursuing my husband 's  ( payments ), we have fallen further behind. To date,  . has never provide us with a monthly mortgage statement. We have requested several times for a statement. <P/>
2 ) We attempted to settle past due amount {$3000.00} ( account #  )//. Mortgage company ( Caliber Home Loans , Inc.,   ,  , OK  ) refused our letter / offer to settle. The subject mortgage company, //, pursuing foreclosure via their legal representation ;    , ,     , , NY  ( phone #  ) 3 ) We have reviewed our situation with local Legal Aid Society of    , .,   , , NY . ( phone #   contact   , . ) 4 ) Our hope and request is we to save our home ( value - {$130000.00} -  estimated, loan balance - {$30000.00} - estimated. We would like re-payment plan or re-finance ( conventional or possible VA loan. Please review above matter for any assistance you may be able to provide. <P/>Thank you,  and  , .",,"Caliber Home Loans, Inc.",NY,13413,"Older American, Servicemember",True,Web,2017-07-05,Closed with explanation,True,True,2566144,[0. 0. 0. ... 0. 0. 0.],"['husband', 'settle', 'legal']"
898,2020-11-28,Mortgage,VA mortgage,Closing on a mortgage,"On //2020 at   email was received from  to our Realtor stating that the CD sent was not Final but we need to sign in order to close on time. This was again expressed in a phone conversation with . We asked our real estate agent to assist due to the fact that  or his assistant were not explaining things to us and were really hard to get a hold of. In which he followed up with the email dated //2020 with a recap to us  and the builder. I believe this was a great opportunity for  to reach out if by any chance this info was incorrect. On the day of closing, we were put in a difficult cituation when we saw the amount was not {$9300.00} as previously thought and collaborated via phone by   days earlier. We did not want to close to the point we left the title company after a phone conversation with our Real Estate Agent and taking into consideration that the builder had  in escrow and that we had already given notice that we will be leaving our current residence we had no choice only to proceed with the transaction. All that we are asking is that the lender keeps his word and refund us the difference of what we got. Yes, disclosure where signed but  told us there was a 3 day waiting period and the need to be signed that way to close on time but those were not the final ones. We feel we were misled and we are owed the amount promised via phone.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"VANDERBILT MORTGAGE & FINANCE, INC",FL,32792,,True,Web,2020-11-29,Closed with explanation,True,True,3979353,[0. 0. 0. ... 0. 0. 0.],"['builder', 'conversation', 'close']"
901,2021-12-03,Mortgage,Conventional home mortgage,Struggling to pay mortgage,"I lost my job with the   and I asked for a loan forbearance. I was In forbearance for  months. I made sure to pay my taxes to make sure it doesn't go into a tax sale. They have no record of me making any payments during my forbearance. I came out of forbearance in  and have been making my payments. I received a letter that they came up with a repayment plan. I have  months to pay . What was the point of forbearance if they're just going to come up with solution that only benefits them? I called them and asked for an explanation why I was denied a deferral or loan modification. I was told "" read the letter, it's self explanatory ''. I asked to talk to someone else and was told there is no one. So, I called back and asked if I could talk to someone and try to work it out..I was told there is no one to talk to. I asked for the lender 's name We can't give that information, we have to request it and mail it to you..they said "" to be honest they don't care who you are and won't talk to you. '' SPS is the worst company. They only read the letter you have in front of you and offer no help. They can't give a detailed explanation of how they came up their decision. It's beginning to feel like a fraud, why help homeowners when we can foreclose on their home and make a profit. The     isn't even up yet and it might be too late for many of us.",Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",CA,91301,,True,Web,2021-12-03,Closed with explanation,True,True,4974623,[0. 0. 0. ... 0. 0. 0.],"['forbearance', 'talk', 'came']"
903,2021-03-11,Mortgage,FHA mortgage,Struggling to pay mortgage,"Follow-up to Transaction ID  from  Case #  Since my initial complaint in , I have recently asked Wells Fargo numerous times with no answer whether my wife,  ( divorcing ) has signed, notarized, and submitted the HUD partial claim 2nd lien loan on our house. After several attempts at communication,  has finally answered me about the issue on //, and said that she did sign and send in the loan documents to Wells Fargo several weeks ago. Yesterday,//, Wells Fargo Home Preservation Department told me they can not find my wife 's signed and notarized HUD partial claim contract documents in the Wells Fargo system. Either Wells Fargo has misplaced the documents, is intentionally withholding them from me, or my wife did not send in the documents. Married couples sign mortgage documents together ; ours are separate. I need to see we are signing the same documents and she actually signed them. I require a full copy of the signed and dated by my wife HUD partial claim documents, and Wells Fargo is not sending me a copy because they are saying they don't have it even though my wife says she mailed it to them weeks ago. 
My wife 's actions by not paying the mortgage on our house for 7 months in 2020 are a direct breach of the  Court 's//Agreed Temporary Orders forbidding encumbrance or additional loans on our house. She incurred debt of almost {$9000.00} over 7 months in 2020 all on her own without my knowledge or consent, no notice to the Court, and Wells Fargo did the same working with her, all without my knowledge or consent. On // I faxed the entire 21 page ATO agreement to the Wells Fargo Executive Offices including pointing out the relevant Court Orders and confirmed with Wells Fargo that they received the documents. 

This past fall, Wells Fargo told me in writing and on the phone several times that either borrower party had the right to put the loan into forbearance and modify the loan as allowed by the loan Note. There is no such language allowing unilateral action in the note by just one of the two borrowers. In a phone call and in her WF letter on ,  , Case Specialist with the Executive Offices, Wells Fargo finally agreed that the Note my wife and I signed at closing on the house in  does not state it "" allows anyone who signs it the authorization to make changes to the account, which include requesting payment assistance ''. This was a statement they had "" confirmed '' to me in their letter dated . Now the WF Executive Offices have agreed the confirmation was incorrect and the Note does not allow for such unilateral action. But still say both parties must sign the HUD partial claim loan in order to prevent foreclosure. 
Wells Fargo has been deceptive, and misrepresented the contractual obligations to me, their customer. I am being forced into this disobedience to the  Court 's Orders by  and Wells Fargo. This should be  's sole {$9000.00} debt based on her actions with Wells Fargo and breach of the Court 's ATO Agreement. This seems very wrong. However, in order to keep out of imminent foreclosure by my wife 's actions, for the current benefit of our children, and to try and preserve our house equity as much as possible, I will sign the HUD partial claim loan under protest. 
 ",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,77356,,True,Web,2021-03-11,Closed with explanation,True,True,4205401,[0. 0. 0. ... 0. 0. 0.],"['wife', 'partial', 'hud']"
904,2021-10-06,Mortgage,Other type of mortgage,Struggling to pay mortgage,"CFPB, My name is  , . 
I have filed numerous other consumer protection scam and fraud issues to the CFPB, all unresolved. 
//2021, my elderly enfeebled father,   , passed away in hospice from a  . 
//2021, I received a suspicious USPS certified letter from America First dated //2021 ( attached ). 
America First and single point of contact   are extorting my deceased father for {$44000.00} by //2021. 
I can not be certain of the information, validity, or integrity of America First in America Firsts choice to commit extortion, predatory revenue creation, and elderly abuse of my deceased father. 
  and executors clearly need protection from the abuse of America First. 
Please allow this report to serve as a Cease and Desist order to America First. 

Please advise,  --    :  (  )  Email :  All communications logged as harassment spam and forwarded to the appropriate agency, department, institution, et al to assist informing lawsuits regarding any and all fraud and predatory revenue creation practices.",,AMERICA FIRST FEDERAL CREDIT UNION,NV,89131,,True,Web,2021-10-20,Closed with explanation,True,True,4785493,[0. 0. 0. ... 0. 0. 0.],"['america', 'father', 'abuse']"
905,2018-01-23,Mortgage,Conventional home mortgage,Trouble during payment process,"On   2018, I arrived home to find a notice posted on the front of my door. It was in plain view for anyone to read ( I live in a townhome ). The notice stated that my property was found to be vacant and threatened to rekey/winterize the property if I did n't contact    within three days of the date of the notice. The Company 's name is   , . I called their offices today and spoke with  who advised me that they were requested to inspect my property by my mortgage service company, Mr. Cooper ( formerly NationStar ). I advised  that my property is not vacant and that I was very upset by the way the notice was publicly posted and with threatening language.",,NATIONSTAR MORTGAGE LLC,VA,20152,Servicemember,True,Web,2018-01-23,Closed with explanation,True,True,2791537,[0. 0. 0. ... 0. 0. 0.],"['notice', 'vacant', 'property']"
907,2015-07-05,Mortgage,Home equity loan or line of credit,Settlement process and costs,I received a phone call and it said on my phone it was from a chemical company? i answered and they said what is your name. Never identified themselves. I said who is this they said Chase Bank. I said why does it say chemical company? She said what is your date of birth? then ss last  digits. I said you called me? you dont know my name? i said what is this regarding? They said your sobordination. Yes they must be chase then. I said i am telling a chemical company that didnt know my name nothing. I have already filed with you a complaint about this bank. They charged me in the past for a sobordination and dragged feet so long i lost my money i paid for it. interest rates went up so high i cancelled it they owe me that money for this . I have already filed that complaint. they said they were calling because of that complaint. Should that not be in writing? I am again saying that they are wrong and filing again. no response to my complaint in writing. response on phone from a chemical company? Professional? what are they hiding?,,JPMORGAN CHASE & CO.,FL,32750,,True,Web,2015-07-05,Closed with explanation,True,False,1451501,[0. 0. 0. ... 0. 0. 0.],"['said', 'complaint', 'chase']"
909,2016-08-04,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account","Select Portfolio Servicing bought our mortgage loan while we were in bankruptcy when the bankruptcy stop taking payments because it was time to be discharged we contacted SPS to make our mortgage payment, we were told that we did not have a payment due and they could not accept payments until they received discharge papers we informed them that out bankruptcy lawyer told us to contact them to start payments they 've outdoor not take a payment so we asked for proof that nothing was owed so they began sending statements stating this is not an attempt to collect a debt with no amount being owed and told us to use that for our records we called twice monthly from // to // still given the same answer and // we received a call and a statement from SPS stating we were 5 months behind and would go into foreclosure unless it was paid or they could help us do a modification. We told them we would find someone to refinance and a few days later itvwas added to our credit report hindering us from a refinance. We contacted them on several occassions with complaints and was told that we could have contacted them and made payments but they could not contact us we informed them that we did contact them on several occasions to make a payment and was denied. We asked if the negative items could be removed from our credit report because it was false and we have been told that there would be an investigation but nothing has changed and we keep getting the run around. There practice is unjust and unfair. They have  complaints.",Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",LA,71107,,True,Web,2016-08-08,Closed with explanation,True,False,2046407,[0. 0. 0. ... 0. 0. 0.],"['bankruptcy', 'told', 'contact']"
910,2017-11-09,Mortgage,Other type of mortgage,Struggling to pay mortgage,"Our hardship started in . We contacted the servicing company at that time was . 
We were told that since we were not behind on the mortgage we had to wait before we could get any help. After being very fearful of losing their home, they talked to some friends and acquaintances and they recommended a law firm located in  , NY and promised a solution of a modification and they would get us back on track with   very quickly. They requested {$6000.00}. // immediately and they borrowed the money from the husband 's boss and paid feeling very secure that the promises were true. For whatever reason the law firm was closed by The District Attorney. 
We were not able to get our money back or any of our documents. 

After going through that huge disappointment, there was a cease and desist on our account that took over a year to get removed from the account so that someone would even speak to us. While we were with the law firm we had to pay {$500.00}. pr month for the promised help they were supposed to do for us. After being able to talk to the servicer on our loan in //. 

We notified  that we were back to work and ready to start making mortgage payments. We have had at least 15 different representatives working on the account. 
After working with  for so long the account was transferred to a new Servicer SLS //. All of the work that was put in in  was not considered at ll and we had to start over and they rushed us into foreclosure.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,NY,11746,,True,Web,2017-11-09,Closed with explanation,True,True,2724605,[0. 0. 0. ... 0. 0. 0.],"['firm', 'law', 'account']"
913,2019-01-11,Mortgage,FHA mortgage,Trouble during payment process,"Our loan servicer was Guaranteed Rate ( GR ). We had missed over 90 days of payments and have been trying to set up a loan modification since //  In // we were approved for a trial plan, with payments being made ,  and . We completed the HAMP trial program. However, the only documentation we received from GR was receipt and application of the funds ( not to our outstanding mortgage however ). We found out in // that a modification was approved on //. But before documents were sent for final execution, our loan was transferred to   (  )  on //. 
We reached out to  on // and they had not received any documentation at all from Guaranteed Rate. About a month later, the original mortgage in default was transferred but no documentation at all related to the modification. I have repeatedly contacted GR ( and documented ) to request that modification information be sent to  since .  did not receive and to date has not received any information regarding the loan modification trial or approval we went through with GR. 
I have contacted GR on numerous occasions requesting that they send those documents, and they still have not sent those documents. Therefore we have been accruing additional interest and have not been able to get current on our mortgage. 
I wrote to GR on numerous occasions requesting they look into the matter. I received a letter in //, // and two weeks ago ( // ) stating that they were researching the matter. However, there has been no further information. 
I also sent a letter detailing how they had failed to comply with C.F.R. 1024.35 describing the events above and in particular 1 ) Failure to forward relevant documentation and information related to a pending modification 2 ) Payment Errors : About a week later I received the same form letter, to that the matter was being researched. 
I spoke with a Guaranteed Rate representative on // who informed me that the plan was approved and that this should have been sent to . The amount was {$4900.00} at 4.75 %. This is nowhere near our trial plan, which was {$4100.00}. Even our original mortgage was ~ {$4500.00} at 4 % which includes taxes, insurance and PMI. Since this was an FHA loan/HAMP, the payment/interest rate should not have been significantly higher than the trial plan. Regardless, none of this information was conveyed to . 

After we had completed the HAMP trial program, but before documents were sent for final execution, our loan was transferred to    . Plan was approved // and transferred on //. We reached out to  on // and they had not received any documentation at all from Guaranteed Rate. About a month later, the original late mortgage was transferred and no documentation at all related to the modification. I have repeatedly contacted GR ( and documented ) to request that modification information be sent to . As of today,   at GR, via a representative informed me that documents were in preparation for modification ( // ) when loan was transferred ( // ). 
I spoke with a Guaranteed Rate representative on // who informed me that the plan was approved and that this should have been sent to . The amount was {$4900.00} at 4.75 %. This is nowhere near our trial plan, which was {$4100.00}. Even our original mortgage was ~ {$4500.00} at 4 %. Since this was an FHA loan/HAMP, the payment should not have been significantly higher than the trial plan. 
Regardless, none of this information was conveyed to .",,GUARANTEED RATE INC.,NY,11598,,True,Web,2019-01-11,Closed with explanation,True,True,3122399,[0. 0. 0. ... 0. 0. 0.],"['trial', 'plan', 'modification']"
